"","Acacia groupe I","Acacia groupe III","Acalypha","Acanthaceae undiff.","Achyranthes-type aspera","Aerva-type lanata","Aeschynomene baumii-type","Alangium chinense","Alchornea","Alstonia-type boonei","Amaranthaceae/Chenopodiaceae undiff.","Anisotes","Anogeissus-type leiocarpus","Anthocleista","Anthospermum","Antidesma-type venosum","Apocynaceae undiff.","Asteraceae undiff.","Balanites rotundifolia-type","Bersama abyssinica-type","Blighia unijugata-type","Bombax costatum-type","Borassus-type aethiopum","Bridelia ferruginea-type","Caesalpiniaceae undiff.","Campylospermum","Carapa-type procera","Caryophyllaceae undiff.","Cassia-type","Cassia-type italica","Ceiba pentandra","Celastraceae undiff.","Celastraceae/Hippocrateaceae undiff.","Celtis","Chaetacme aristata","Cissus quadrangularis-type","Clematis-type","Combretaceae undiff.","Combretaceae/Melastomataceae undiff.","Combretum-type molle","Commelina-type benghalensis","Commiphora africana-type","Cordia platythyrsa-type","Croton-type","Cucurbitaceae undiff.","Cussonia","Cyathula-type orthacantha","Cyperaceae undiff.","Cyphostemma-type cyphopetalum","Diospyros","Dombeya-type","Ekebergia-type capensis","Elaeis guineensis","Elaeophorbia-type","Entada-type","Euphorbiaceae undiff.","Fabaceae undiff.","Ficus","Flueggea virosa-type","Ganophyllum-type giganteum","Garcinia granulata-type","Gardenieae undiff.","Grewia-type","Hagenia abyssinica","Harungana madagascariensis-type","Heliotropium steudneri-type","Holoptelea grandis","Hymenocardia","Hymenodictyon-type floribundum","Undetermined","Indigofera","Iodes","Irvingia-type gabonensis","Isoberlinia-type","Justicia-type flava","Klaineanthus gaboniae","Lamiaceae undiff.","Lannea-type","Leucas-type","Lophira lanceolata-type","Lygodium microphyllum","Macaranga-type","Mallotus-type oppositifolius","Mansonia altissima-type","Margaritaria discoidea","Meliaceae undiff.","Mimulopsis-type","Mitragyna-type inermis","Moraceae undiff.","Morelia senegalensis","Myrianthus-type arboreus","Myrica","Myrtaceae undiff.","Nymphaea lotus-type","Olea capensis-type","Olea europaea-type","Ozoroa-type","Pancovia-type bijuga","Parinari-type","Paullinia pinnata","Pausinystalia-type macroceras","Pavetta gardeniifolia-type","Phyllanthus-type","Phyllanthus-type nummulariifolius","Piptadeniastrum-type africanum","Poaceae undiff.","Podocarpus","Polyscias fulva-type","Protea-type","Psydrax-type schimperiana","Pteridium-type aquilinum","Pteridophyta undiff.","Pycnanthus angolensis-type","Raphia","Raphiostylis","Rauvolfia","Ricinus communis","Rubiaceae undiff.","Rubus pinnatus-type","Sapotaceae undiff.","Schefflera myriantha-type","Scottelia klaineana-type","Sorindeia-type juglandifolia","Monoletes undiff.","Triletes undiff.","Sterculia-type","Syzygium-type","Tacazzea-type apiculata","Tapinanthus-type","Tetrapleura tetraptera-type","Tetrorchidium","Thymelaeaceae undiff.","Trema-type orientalis","Trichilia-type","Trilepisium-type madagascariensis","Triplochiton scleroxylon-type","Uapaca","Vepris-type","Vernonieae undiff.","Vitex-type","Wahlenbergia-type","Withania-type somnifera","Zanha golungensis-type"
"30",0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,325,1,0,0,1,0,18,0,0,0,0,0,0,0,5,3,0,5,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,341,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,8,14,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1
"32",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,1,0,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,360,0,0,0,1,0,15,0,0,0,0,0,0,0,1,1,0,2,8,0,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
"33",4,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,15,0,0,0,1,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,382,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,19,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,3,0,0,0,0,0,0,353,0,0,0,1,0,11,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,287,5,0,0,0,0,11,2,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,47,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,4,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,342,0,4,0,4,0,0,0,2,0,0,0,0,3,1,0,0,3,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"41",0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,419,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,4,0,39,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,400,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,2,11,0,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,5,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,316,1,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,1,4,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0
"44",0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,320,0,1,0,5,0,0,0,0,0,0,0,0,3,1,0,0,2,30,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,7,2,0,0,4,0,1,0,0,0,0,0,6,0,22,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,247,0,0,0,2,0,12,0,0,0,0,0,0,0,0,3,0,7,0,0,0,2,0,0,0,4,0,1,0,7,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,7,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,316,1,3,0,2,0,0,1,0,0,0,0,0,2,2,0,0,10,10,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1
"47",0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,295,4,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,7,17,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0
"48",0,0,0,0,0,0,0,0,42,0,6,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,10,0,32,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,240,0,0,0,8,0,18,0,12,0,0,0,0,0,8,6,0,6,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0
"49",0,0,0,1,0,0,0,2,23,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,3,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,221,5,2,0,2,0,0,0,0,0,0,0,0,3,4,1,0,4,33,9,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1
"50",0,0,0,0,0,0,0,3,27,1,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,4,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,7,0,0,0,24,0,0,0,1,0,0,0,0,0,0,195,11,0,0,1,0,0,0,1,0,0,0,0,1,5,1,0,10,14,2,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,3,0
"51",0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,0,0,0,0,0,0,0,0,14,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,12,8,0,1,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,187,23,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,10,19,3,0,0,0,0,0,4,0,0,6,11,0,1,0,0,0,0,1,0
"52",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,11,0,0,4,0,0,5,0,0,0,0,1,0,0,0,3,20,2,0,0,13,0,0,0,1,2,1,0,0,0,19,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,2,0,2,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,123,13,5,0,6,0,6,0,3,0,0,0,0,0,2,3,0,16,30,0,0,0,0,0,0,2,0,0,3,13,0,6,0,0,1,0,0,0
"53",0,0,0,0,2,0,0,0,33,0,0,0,0,0,0,0,0,15,0,0,3,0,0,1,0,0,2,0,0,0,3,0,0,13,4,0,0,13,0,0,0,0,1,0,0,0,0,7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,155,25,0,0,10,0,0,0,1,0,1,0,0,0,2,3,0,4,9,5,0,0,0,0,0,1,0,0,4,11,0,0,0,0,0,0,0,0
"54",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,2,0,0,0,0,0,3,4,0,10,0,0,0,5,0,0,0,1,2,0,0,0,0,14,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,6,3,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0,0,0,0,0,0,145,19,0,0,7,0,0,0,3,0,1,0,0,0,3,6,0,0,16,6,0,0,0,0,2,2,0,0,0,12,0,1,0,0,0,0,0,3
"55",0,0,0,0,0,0,0,1,43,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,183,14,3,0,0,0,0,3,8,0,0,2,0,1,2,0,1,7,13,13,0,0,0,0,0,0,0,0,5,14,0,2,0,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0,2,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,16,0,9,0,0,0,0,0,0,0,0,165,2,3,0,1,0,0,2,14,0,0,2,0,8,6,0,0,13,23,4,0,0,0,0,0,4,0,0,8,5,0,2,0,0,0,0,0,0
"57",3,0,0,1,0,0,0,0,41,0,1,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,172,9,4,0,0,0,0,1,5,0,0,2,0,14,5,0,0,3,29,12,0,0,0,0,0,5,0,0,6,6,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,6,41,0,1,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,3,1,0,0,0,16,1,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,195,10,5,0,1,0,0,0,12,0,0,0,2,12,5,0,0,4,10,11,0,0,0,0,0,4,1,0,1,7,0,0,0,0,0,0,0,0
"59",0,0,0,1,0,0,0,1,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,15,0,0,1,0,0,0,3,1,1,0,220,8,0,0,3,0,0,0,0,0,0,0,0,23,3,0,0,1,19,5,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,2
"60",0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,15,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,201,10,0,1,5,0,0,0,3,0,0,0,1,13,5,0,0,8,9,6,0,0,0,0,0,5,0,0,3,7,0,2,0,0,0,0,0,5
"61",0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,290,11,3,0,7,0,0,0,0,0,0,0,0,21,5,0,0,12,6,1,0,0,0,0,0,4,0,0,2,6,0,3,0,0,0,0,0,10
"62",0,0,0,2,0,0,0,1,27,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,245,9,3,0,2,0,0,0,5,0,0,0,0,10,7,0,0,10,28,6,0,0,0,0,1,3,0,0,0,7,0,2,0,0,0,0,0,0
"63",0,0,1,0,0,0,0,0,33,0,1,0,0,0,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,15,4,0,0,1,0,0,0,0,0,0,232,7,2,0,4,0,0,0,14,0,0,0,0,21,5,0,0,10,22,3,0,0,0,0,0,6,0,0,11,14,0,5,0,0,0,0,0,2
"64",0,0,0,2,0,0,0,2,32,0,0,0,0,1,0,0,0,11,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,3,0,0,0,223,4,0,0,3,0,0,0,0,0,0,0,0,12,9,0,0,6,25,15,0,0,0,0,0,5,0,0,5,8,0,3,0,0,0,0,0,4
"65",0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,0,0,3,0,0,0,4,4,0,175,12,0,0,1,0,0,0,0,0,0,0,1,15,0,0,0,6,35,13,0,0,0,0,0,3,0,0,8,3,0,1,0,0,0,0,0,9
"66",0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,170,16,0,0,1,0,0,0,0,0,0,0,0,15,8,0,0,3,27,5,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0
"67",0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,7,2,12,0,1,9,0,0,1,0,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,1,3,0,0,0,4,13,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,13,2,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,175,15,1,0,4,0,0,0,0,0,0,0,0,16,7,0,0,4,16,6,0,0,0,0,0,2,0,1,5,10,0,0,0,0,0,0,0,6
"68",1,2,0,0,0,0,0,0,26,0,0,1,0,0,0,1,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,225,16,0,0,0,0,0,0,0,0,0,0,1,15,9,0,0,5,31,16,0,0,0,0,1,0,0,8,7,0,0,0,0,6,0,0,0,0
